メーカー,該当商品数,主なカテゴリ,判定,判定理由,卸の証拠,規模,日本実体シグナル,海外シグナル,国内独立セラー例,国内独立セラー数,独立セラー数,想定仕入れ金額の中央値,代表ASIN,代表商品名,代表Amazonページ,メーカー検索,※Keepa固有の加工値(月間ドロップ数/過去最安値/365日最安/月間販売数/実セラー数)と卸値の列は規約上の理由でリポジトリから除外。完全版は ~/Documents/AI Company 素材/Amazon物販事業/keepa-netsea-full-20260906/
LongFlight,1,ホーム＆キッチン,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,551,B0FVXVWLR2,LongFlight 携帯枕 ネックピロー 首枕 U型 空気枕 持ち運び便利 旅行枕 収納ポーチ付き 洗えるカバー 飛行,https://www.amazon.co.jp/dp/B0FVXVWLR2,https://www.google.com/search?q=LongFlight%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
MIFA,1,家電＆カメラ,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,991,B074TY4JK4,MIFA A1 Bluetoothスピーカー 防水 5W大音量 小型ポータブル 15H連続再生 Type-C充電 TWS,https://www.amazon.co.jp/dp/B074TY4JK4,https://www.google.com/search?q=MIFA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Nixies,1,家電＆カメラ,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,1128,B0FTSQ14QX,イヤホン 骨伝導イヤホン 【オープンイヤー・環境音聞取り】 Bluetooth 骨伝導ヘッドホン 耳が疲れない iPho,https://www.amazon.co.jp/dp/B0FTSQ14QX,https://www.google.com/search?q=Nixies%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
NorwegianStyle,1,スポーツ＆アウトドア,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,373,B08LVMBHJ3,ファイヤースターター 着火剤 約100個入 袋ごと燃やせる バーベキュー 焚き火 キャンプ 薪ストーブ Nowegian,https://www.amazon.co.jp/dp/B08LVMBHJ3,https://www.google.com/search?q=NorwegianStyle%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Rikuto,1,パソコン・周辺機器,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,513,B0FFZ58GFW,【業界トップクラス技術&ドライバー不要】Rikuto Bluetooth USB アダプタ bluetooth 5.4 ,https://www.amazon.co.jp/dp/B0FFZ58GFW,https://www.google.com/search?q=Rikuto%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Rucceko,1,パソコン・周辺機器,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,844,B0D9B5YP2C,Ewin キーボード ワイヤレス bluetoothとusb無線両対応 JIS日本語配列 小型 mac android ,https://www.amazon.co.jp/dp/B0D9B5YP2C,https://www.google.com/search?q=Rucceko%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
SANLIU,1,家電＆カメラ,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,1211,B0F8HF3JQ1,エアタグ カード 【超長持ち＆極薄】2枚セット 紛失防止タグ スマートタグ カード gps 子供 gpsタグ スマートト,https://www.amazon.co.jp/dp/B0F8HF3JQ1,https://www.google.com/search?q=SANLIU%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
SK-CinDa,1,家電＆カメラ,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,631,B0DRBJB57V,4in1車用充電器·巻き取り式·ケーブル 2本·Type-C100W/Lightning·LED付き電圧表示·DC12/,https://www.amazon.co.jp/dp/B0DRBJB57V,https://www.google.com/search?q=SK-CinDa%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Screwpop,1,ファッション,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,567,B074JG6SQH,Screwpop BIC ライターケース ライターホルダー BIC MINI J23 J25 対応 国内正規品,https://www.amazon.co.jp/dp/B074JG6SQH,https://www.google.com/search?q=Screwpop%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
YOSH,1,車＆バイク,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,513,B0CGR936TZ,【ベンツにピッタリ】YOSH ベンツ スマホホルダー「A/C/CLA/GLC/Vクラス対応」スマホホルダー 車 ベンツ ,https://www.amazon.co.jp/dp/B0CGR936TZ,https://www.google.com/search?q=YOSH%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
YUDOFICAL,1,パソコン・周辺機器,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,471,B0F3CQ2G4K,YUDOFICAL 延長コード 2m 電源タップ USB コンセントタップ 4個AC+2個USB-A+1個Type-C ,https://www.amazon.co.jp/dp/B0F3CQ2G4K,https://www.google.com/search?q=YUDOFICAL%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
roborock,1,ホーム＆キッチン,除外（日本実体の証拠なし）,JAN45/49・日本語社名・日本法人格のいずれも無し,E: セラー名未解決のため判定保留（Keepa再取得が要る）,規模未確認,なし,なし,,0,0,468,B0DBYY5DQ8,【メーカー純正品】Roborock 自動ゴミ収集ドック用 使い捨て紙パックC SDCD05RR 3個 交換用 純正アクセ,https://www.amazon.co.jp/dp/B0DBYY5DQ8,https://www.google.com/search?q=roborock%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Keypal,4,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,A: 国内の第三者が2社以上で扱っている,規模未確認,なし,セラー名に中国企業表記/ピンイン,パワーツール専門,1,3,744,B0DRD697NV,【ビジネスに最適！スムーズな通話を実現！】Bluetooth ヘッドセット マイク付き Bluetooth5.4+EDR,https://www.amazon.co.jp/dp/B0DRD697NV,https://www.google.com/search?q=Keypal%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
aestiquo,3,車＆バイク,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,A: 国内の第三者が2社以上で扱っている,規模未確認,なし,セラー名に中国企業表記/ピンイン,EZYGO【翌日配送】 / Tokonichi【360日保証】 / ONLINEショップ,3,3,959,B0DQTQ4ZR2,懐中電灯 強力 【防災士監修・超高輝度・50000ルーメン】 軍用 最強 LEDライト ハンディライト IPX6防水 単,https://www.amazon.co.jp/dp/B0DQTQ4ZR2,https://www.google.com/search?q=aestiquo%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
happilaff,3,ホーム＆キッチン,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,A: 国内の第三者が2社以上で扱っている,規模未確認,なし,セラー名に中国企業表記/ピンイン,RIN Home【365日保証】,1,3,1369,B0DCFM2YMJ,happilaff フードプロセッサー 350Wハイパワー 1台5役 みじん切り器 ステンレス4枚刃 600mlガラスボ,https://www.amazon.co.jp/dp/B0DCFM2YMJ,https://www.google.com/search?q=happilaff%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
ＡＮＤＥＲＹ,1,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,A: 国内の第三者が2社以上で扱っている,規模未確認,なし,セラー名に中国企業表記/ピンイン,アンドリー / らい あ ていlyt,2,3,1427,B0FCSBH974,スマホホルダー 車 ワイヤレス充電 マグネット【15W急速充電+真空吸盤の最強コンビ】安定性拔群 【超強磁力】カー用品/,https://www.amazon.co.jp/dp/B0FCSBH974,https://www.google.com/search?q=%EF%BC%A1%EF%BC%AE%EF%BC%A4%EF%BC%A5%EF%BC%B2%EF%BC%B9%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Fochai,3,ホーム＆キッチン,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,2383,B0D5RCZ3JZ,掃除機 コードレス 強力吸引30000Pa 軽量 一人暮らし 静音 スティック ハンディ対応 26分稼働充電式 車内 コ,https://www.amazon.co.jp/dp/B0D5RCZ3JZ,https://www.google.com/search?q=Fochai%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
HUAKUA,3,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,2015,B0BWK342Y6,HUAKUA スマートウォッチ iPhone/Android対応 通話音声調整可能 一発消音 SOS通話機能付き 1.3,https://www.amazon.co.jp/dp/B0BWK342Y6,https://www.google.com/search?q=HUAKUA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
SKYBASIC,3,産業・研究開発用品,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,1727,B0G13SMWC7,SKYBASIC Wifi デジタル顕微鏡 2MP 50-1000倍電子顕微鏡 拡大鏡 ポータブルハンドヘルド顕微鏡カメ,https://www.amazon.co.jp/dp/B0G13SMWC7,https://www.google.com/search?q=SKYBASIC%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Tufuha,3,パソコン・周辺機器,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,1,2069,B0DGLFS9BB,Tufuha TN32JXL 2本セット ブラザー 用 トナー TN32J brother用 hl-l2460dw dc,https://www.amazon.co.jp/dp/B0DGLFS9BB,https://www.google.com/search?q=Tufuha%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
GuMosh,2,車＆バイク,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,1,853,B0DK8XBRTL,GuMosh スマホホルダー 車 ワイヤレス充電 15W デュアルコイル ワイヤレス充電器 車 スマホスタンド 自動開閉,https://www.amazon.co.jp/dp/B0DK8XBRTL,https://www.google.com/search?q=GuMosh%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
KCUVSSKKII,2,スポーツ＆アウトドア,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,1384,B0F89WKCYC,LED ヘッドライト 実用点灯35時間 3000000ルーメン 超高輝度 Type-C 充電式 ヘッドランプ 5点灯モー,https://www.amazon.co.jp/dp/B0F89WKCYC,https://www.google.com/search?q=KCUVSSKKII%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Kemeskin,2,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,3367,B0GF295GM5,骨伝導イヤホン マイク付き、Kemeskin ビジネス 通話専用ヘッドセットBluetooth 6.1、ENC DSP高,https://www.amazon.co.jp/dp/B0GF295GM5,https://www.google.com/search?q=Kemeskin%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
SOOEO,2,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,3,739,B0DQL3KHHT,【令和冬初売り】vrゴーグル vrゴーグル スマホ用 VRゴーグル vr SOOEO VRゴーグル スマホ用 3d vr,https://www.amazon.co.jp/dp/B0DQL3KHHT,https://www.google.com/search?q=SOOEO%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
YIERSAN,2,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,1,1520,B0FVXHH1NR,YIERSAN エアタグ airtag 2個セット【iOS&Android両方対応・Apple&Google公式認証・全,https://www.amazon.co.jp/dp/B0FVXHH1NR,https://www.google.com/search?q=YIERSAN%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
CHUSII,1,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,3,535,B0FYG2NDBR,モバイルバッテリー MagSafe対応 10000mAh ワイヤレス充電 22.5W急速充電 USB-C内蔵ケーブル 小,https://www.amazon.co.jp/dp/B0FYG2NDBR,https://www.google.com/search?q=CHUSII%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
GooSpy,1,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,2938,B09YNT6JH4,GooSpy 小型カメラ wifi 隠しカメラ スマホ 1080P 超小型 256GB対応 24時間録画 USB充電式 ,https://www.amazon.co.jp/dp/B09YNT6JH4,https://www.google.com/search?q=GooSpy%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Greneo,1,ホーム＆キッチン,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,1,881,B0F4QZS2D6,Greneo ネックピロー【業界独創の収納フック】首枕 飛行機 快適グッズ 低反発フォーム 人間工学が360°包み込む［,https://www.amazon.co.jp/dp/B0F4QZS2D6,https://www.google.com/search?q=Greneo%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Gvyugke,1,パソコン・周辺機器,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,1,3343,B0FW4YCMF8,ゲーミングヘッドセット ワイヤレス 2.4G USBアダプター Bluetooth 5.3 有線 3WAY接続 PS5 ,https://www.amazon.co.jp/dp/B0FW4YCMF8,https://www.google.com/search?q=Gvyugke%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
KDD,1,パソコン・周辺機器,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,434,B091GDKSK7,KDD タブレットスタンド ipad ホルダー マウント - タブレットホルダー 三脚 クリップ 固定 ラック - ip,https://www.amazon.co.jp/dp/B091GDKSK7,https://www.google.com/search?q=KDD%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Kimwood,1,車＆バイク,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,3,5063,B0FZBZNCJY,ジャンプスターター & 電動空気入れ 【プロ監修・8000Aピーク電流・ 150PSI急速充気】12V 車対応 エンジン,https://www.amazon.co.jp/dp/B0FZBZNCJY,https://www.google.com/search?q=Kimwood%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
LENUTO,1,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,3,1553,B0G5DT5LPM,モバイルバッテリー MagSafe対応 16000ｍAh PD22.5W急速充電 3台同時充電可能 大容量 マグネット式,https://www.amazon.co.jp/dp/B0G5DT5LPM,https://www.google.com/search?q=LENUTO%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Newluck,1,パソコン・周辺機器,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,693,B0CFL77BXV,【2025新登場】Newluck USB-C & HDMI 変換アダプタ キャプチャーボード HDMI キャプチャーボー,https://www.amazon.co.jp/dp/B0CFL77BXV,https://www.google.com/search?q=Newluck%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Okanne,1,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,2730,B0FB8K6YT1,ソーラーモバイルバッテリー 【61800mAh大容量 & 手回し発電】 22.5W/PD18W 急速充電 4本ケーブル内,https://www.amazon.co.jp/dp/B0FB8K6YT1,https://www.google.com/search?q=Okanne%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
Onalra,1,家電＆カメラ,除外（海外・国内窓口なし）,セラー名に中国企業表記/ピンイン,C: 第三者はいるが国内事業者ではない,規模未確認,なし,セラー名に中国企業表記/ピンイン,,0,2,278,B0GGZ318TQ,Bluetoothイヤホン ワイヤレスイヤホン 2つのシリコンマイク搭載 AIスマートENC通話 60時間音楽再生202,https://www.amazon.co.jp/dp/B0GGZ318TQ,https://www.google.com/search?q=Onalra%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8,
